docid,title,keyword,wikidata_label,wikidata_qid,bnf_id,lineage_path,retry_source,match_stage,is_disambiguation
1078896,Are there Stable Excited Triplet States of NCS-/CNS- and NCO-/CNO-?,Molecular anions,Molecular anions,Q33352225,,Molecular anions > scholarly article > scientific publication > publication,context,context,no
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Palaeolandforms,,,,,,none,no
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Topographic inversion,Topographic inversion and changes in the sediment routing systems in the Variscan orogenic belt as revealed by detrital zircon and monazite U Pb geochronology in post-collisional continental basins,Q129182391,,Topographic inversion and changes in the sediment routing systems in the Variscan orogenic belt as revealed by detrital zircon and monazite U Pb geochronology in post-collisional continental basins > scholarly article > scientific publication > publication,context,context,no
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Denudation history,"Denudation history of the Bocaina Plateau, Serra do Mar, southeastern Brazil: Relationships to Gondwana breakup and passive margin development",Q57857804,,"Denudation history of the Bocaina Plateau, Serra do Mar, southeastern Brazil: Relationships to Gondwana breakup and passive margin development > scholarly article > scientific publication > publication",context,context,no
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Soil distribution,SOIL DISTRIBUTION IN STRUMICA RIVER BASIN AND ITS IMPORTANCE FOR AGRICULTURAL PRODUCTION,Q128568078,,SOIL DISTRIBUTION IN STRUMICA RIVER BASIN AND ITS IMPORTANCE FOR AGRICULTURAL PRODUCTION > scholarly article > scientific publication > publication,context,context,no
1081822,"A history of basin inversion, scarp retreat and shallow denudation: The Araripe basin as a keystone for understanding long-term landscape evolution in NE Brazil",Scarp retreat,scarp retreat,Q7430497,,scarp retreat > geological process > natural process > process,context,context,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Tropical geomorphology,,,,,,none,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Backwearing,,,,,,none,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Hillslope landforms and processes,,,,,,none,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Brazil,Brazil,Q96336236,,Brazil > translated song > song > lyrico-musical work,context,context,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Morphological resistance,,,,,,none,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Downwearing,Downwearing rates on shore platforms of different calcareous lithotypes,Q58181224,,Downwearing rates on shore platforms of different calcareous lithotypes > scholarly article > scientific publication > publication,context,context,no
1081825,Late Cenozoic and present-day hillslope erosion dynamics in a passive margin context: stability or instability? Case studies in Northeast Brazil,Mass wasting,mass wasting,Q1567542,,mass wasting,context,context,no
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Fault scarp,fault scarp,Q475080,,fault scarp,context,context,no
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Passive margin,passive margin,Q1918464,,passive margin,context,context,no
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Seismicity,seismicity,Q382539,,seismicity > Alea,context,context,no
1082459,Landforms and neotectonics in the equatorial passive margin of Brazil,Differential erosion,Differential erosion and sediment fluxes in the Landquart basin and possible relationships to lithology and tectonic controls,Q127324379,,Differential erosion and sediment fluxes in the Landquart basin and possible relationships to lithology and tectonic controls > scholarly article > scientific publication > publication,context,context,no
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Soil distribution,Soil distribution of fipronil and its metabolites originating from a seed-coated formulation,Q34004227,,Soil distribution of fipronil and its metabolites originating from a seed-coated formulation > scholarly article > scientific publication > publication,context,context,no
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Relief inversion,,,,,,none,no
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Denudation history,"Denudation history of the Bocaina Plateau, Serra do Mar, southeastern Brazil: Relationships to Gondwana breakup and passive margin development",Q57857804,,"Denudation history of the Bocaina Plateau, Serra do Mar, southeastern Brazil: Relationships to Gondwana breakup and passive margin development > scholarly article > scientific publication > publication",context,context,no
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Scarp retreat,scarp retreat,Q7430497,,scarp retreat > geological process > natural process > process,context,context,no
1082502,"Basin inversion, scarp retreat and soil distribution in the Araripe basin (northeast Brazil): implications for denudation history",Palaeolandforms,,,,,,none,no
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Northeast Brazil,Northeast Brazilian donkeys have little physiological responses influenced by tropical conditions,Q126804897,,Northeast Brazilian donkeys have little physiological responses influenced by tropical conditions > scholarly article > scientific publication > publication,context,context,no
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Natural hazards,Natural hazards,Q60069881,,Natural hazards > scholarly article > scientific publication > publication,context,context,no
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Mass movements,Mass Movements,Q59836242,,Mass Movements > scholarly article > scientific publication > publication,context,context,no
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Floods,Floods,Q1090641,,Floods > single > release group > group,context,context,no
1082504,High- and low-frequency morphodynamic events and natural risks in mountain catchments of the semi-arid Brazilian “Nordeste”: Crato (Ceará),Hillslope dynamics,Hillslope dynamics of on-farm generation of surface water flows: The case of rain-fed cultivation of pearl millet on sandy soil in the Sahel,Q56981521,,Hillslope dynamics of on-farm generation of surface water flows: The case of rain-fed cultivation of pearl millet on sandy soil in the Sahel > scholarly article > scientific publication > publication,context,context,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Relief inversion,,,,,,none,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Tectonics,tectonics,Q193343,,tectonics,context,context,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Denudation depths,,,,,,none,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Palaeolandforms,,,,,,none,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Laterites,Laterites and Bauxites of Antrim,Q59090496,,Laterites and Bauxites of Antrim > scholarly article > scientific publication > publication,context,context,no
1082513,"The Chapada do Araripe (Northeast Brazil): shallow basin inversion, implications for regional uplift and denudation history",Brazil,Brazil,Q96336236,,Brazil > translated song > song > lyrico-musical work,context,context,no
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Backwearing,,,,,,none,no
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Downwearing,Downwearing rates on shore platforms of different calcareous lithotypes,Q58181224,,Downwearing rates on shore platforms of different calcareous lithotypes > scholarly article > scientific publication > publication,context,context,no
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Fault scarp,fault scarp,Q475080,,fault scarp,context,context,no
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Marginal scarp,,,,,,none,no
1082533,Morphology of scarps and piedmonts on the equatorial passive margin of northeast Brazil: Neogene to present evolution and its factors,Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",GIS,Gisborne District,Q140246,,Gisborne District > region of New Zealand > administrative territorial entity of New Zealand > administrative territorial entity of a single country,context,context,no
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",SRTM DEM,"SRTM DEM Correction in Vegetated Mountain Areas through the Integration of Spaceborne LiDAR, Airborne LiDAR, and Optical Imagery",Q58318261,,"SRTM DEM Correction in Vegetated Mountain Areas through the Integration of Spaceborne LiDAR, Airborne LiDAR, and Optical Imagery > scholarly article > scientific publication > publication",context,context,no
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Structural geomorphology,"Structural geomorphology, active faulting and slope deformations in the epicentre area of the MW 7.0, 1857, Southern Italy earthquake",Q59003311,,"Structural geomorphology, active faulting and slope deformations in the epicentre area of the MW 7.0, 1857, Southern Italy earthquake > scholarly article > scientific publication > publication",context,context,no
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Morphotectonic studies,,,,,,none,no
1082539,"GIS and morphostructural mapping: a contribution to the morphotectonic study of the Baturité massif, Northeastern Brazil",Neotectonics,neotectonics,Q2497922,,neotectonics > branch of geology > branch of science > field of study,context,context,no
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Denudation rates,Denudation rates during a postglacial sequence in Northern Iceland: example of Laxárdalur valley in the Skagafjörður area,Q60724226,,Denudation rates during a postglacial sequence in Northern Iceland: example of Laxárdalur valley in the Skagafjörður area > scholarly article > scientific publication > publication,context,context,no
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Marginal scarp,,,,,,none,no
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Morphostratigraphy,"Morphostratigraphy of an ebb-tidal delta system associated with a large spit in the Piedras Estuary mouth (Huelva Coast, Southwestern Spain)",Q127884317,,"Morphostratigraphy of an ebb-tidal delta system associated with a large spit in the Piedras Estuary mouth (Huelva Coast, Southwestern Spain) > scholarly article > scientific publication > publication",context,context,no
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Paleolandforms,,,,,,none,no
1082540,Reconstructing the morphotectonic evolution of passive margins: a morphogenetic study of the northern Brazilian “Nordeste”,Passive margin,passive margin,Q1918464,,passive margin,context,context,no
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Glocose oxidase,,,,,,none,no
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Amperometric biosensor,"Amperometric biosensor for glutamate using prussian blue-based ""artificial peroxidase"" as a transducer for hydrogen peroxide",Q50512845,,"Amperometric biosensor for glutamate using prussian blue-based ""artificial peroxidase"" as a transducer for hydrogen peroxide > scholarly article > scientific publication > publication",context,context,no
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Collagen,collagen,Q26868,,collagen > cellular component > component > part,context,context,no
1083001,245 - A highly sensitive glucose electrode using glucose oxidase collagen film,Biosensors,Biosensors,Q27724883,,Biosensors > scientific journal > trade magazine > magazine,context,context,no
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Electrochemical biosensor,Electrochemical biosensor for the detection of H2O2 from living cancer cells based on ZnO nanosheets,Q39671370,,Electrochemical biosensor for the detection of H2O2 from living cancer cells based on ZnO nanosheets > scholarly article > scientific publication > publication,context,context,no
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Classification,classification,Q5128386,,classification,context,context,no
1083004,Electrochemical biosensors: Recommended definitions and classification (Technical Report),Definition,definition,Q101072,11959122n,definition,context,context,no
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Electrochemical biosensor,"Electrochemical Biosensors Employing an Internal Electrode Attachment Site and Achieving Reversible, High Gain Detection of Specific Nucleic Acid Sequences",Q35644882,,"Electrochemical Biosensors Employing an Internal Electrode Attachment Site and Achieving Reversible, High Gain Detection of Specific Nucleic Acid Sequences > scholarly article > scientific publication > publication",context,context,no
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Implantable sensor,Implantable sensor,Q124665234,,Implantable sensor > United States patent > patent > intellectual property,context,context,no
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context,context,no
1083007,Problems in Adapting a Glucose-Oxidase Electrochemical Sensor into an Implantable Glucose-Sensing Device,Glucose oxidase,Glucose oxidase,Q61497978,,Glucose oxidase > protein > biopolymer > polymer,context,context,no
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Electrochemical biosensor,Electrochemical Biosensor for Rapid and Sensitive Detection of Magnetically Extracted Bacterial Pathogens,Q34680753,,Electrochemical Biosensor for Rapid and Sensitive Detection of Magnetically Extracted Bacterial Pathogens > scholarly article > scientific publication > publication,context,context,no
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose,glucose,Q37525,,glucose > group of isomeric entities > group of chemical entities > group or class of chemical entities,context,context,no
1083014,A glucose electrode using high-stability glucose-oxidase collagen membranes,Glucose oxidase,glucose oxidase,Q419321,,glucose oxidase > group or class of enzymes > group or class of proteins > group or class of chemical substances,context,context,no
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemistry history,history of chemistry,Q501353,,history of chemistry > aspect of history > aspect > point of view,context,context,no
1083157,From Alchemy to modern Chemistry: the concept of Chemical binding,Chemical bond concepts,,,,,,none,no
1083160,Is C2 a nucleophilic or an electrophilic system?,Long range interactions,Long range interactions between object-motion and self-motion in the perception of movement in depth,Q52957223,,Long range interactions between object-motion and self-motion in the perception of movement in depth > scholarly article > scientific publication > publication,context,context,no
1083160,Is C2 a nucleophilic or an electrophilic system?,Potential energy functions,Potential energy functions,Q40467193,,Potential energy functions > scholarly article > scientific publication > publication,context,context,no
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Solar particle receiver,,,,,,none,no
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",Receiver efficiency,,,,,,none,no
1083743,"Optimization of the optical particle properties for a high temperature solar particle receiver,",High temperature,High Temperature,Q15751150,,High Temperature > scientific journal > trade magazine > magazine,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Control,control in organization management,Q55608371,,control in organization management > type of regulation and control > type > class,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Instrumentation,instrumentation,Q1770203,,instrumentation,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Waste water treatment plant,Waste Water Treatment Plant,Q116719041,,Waste Water Treatment Plant > photovoltaic power station > solar power plant > power station,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Oxygen,oxygen,Q629,11977353d,oxygen > chemical element > chemical substance > chemical entity,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Activated sludge,activated sludge,Q815353,,activated sludge,context,context,no
1084520,Relation between redox potential and oxygen levels in activated-sludge reactors,Redox potential,redox potential,Q1640043,,redox potential,context,context,no
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Mathematical morphology,mathematical morphology,Q530242,,mathematical morphology,context,context,no
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Segmentation,segmentation,Q1423946,,segmentation > biological process > biological phenomenon > natural phenomenon,context,context,no
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Antiextensive filtering,,,,,,none,no
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Hierarchical image representation,Hierarchical image representation using 3D camera geometry for content-based image retrieval,Q56928913,,Hierarchical image representation using 3D camera geometry for content-based image retrieval > scholarly article > scientific publication > publication,context,context,no
1084536,Directed connected operators: Asymmetric hierarchies for image filtering and segmentation,Connected operators,Connected operators on 3D data for human body analysis,Q61737119,,Connected operators on 3D data for human body analysis > scholarly article > scientific publication > publication,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Impact,impact,Q4115667,,impact > type of interaction > type > class,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Pollution,pollution,Q58734,11932823t,pollution,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Storm sewer overflow,,,,,,none,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Combined sewer overflow,combined sewer overflow,Q1938730,,combined sewer overflow,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Detention pond,,,,,,none,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Sediment,sediment,Q180184,,sediment,context,context,no
1084567,Toxic metals in urban runoff: physico-chemical mobility assessment using speciation schemes,Speciation,speciation,Q39350,,speciation,context,context,no
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Glucose sensor,Glucose sensor,Q126364723,,Glucose sensor > United States patent > patent > intellectual property,context,context,no
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Calcium,calcium,Q706,11976285h,calcium > chemical element > chemical substance > chemical entity,context,context,no
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Hydrogen peroxide,hydrogen peroxide,Q171877,119510333,hydrogen peroxide > type of chemical entity > chemical entity > ordinary matter,context,context,no
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Koutecky-Levich plots,,,,,,none,no
1084657,Influence of calcium on glucose biosensor response and on hydrogen peroxide detection,Platinum,platinum,Q880,11933151c,platinum > chemical element > chemical substance > chemical entity,context,context,no
1084678,Electrochemical biosensors: recommended definitions and classification,Electrochemical biosensor,Electrochemical biosensor for the detection of H2O2 from living cancer cells based on ZnO nanosheets,Q39671370,,Electrochemical biosensor for the detection of H2O2 from living cancer cells based on ZnO nanosheets > scholarly article > scientific publication > publication,context,context,no
1084678,Electrochemical biosensors: recommended definitions and classification,Definition,definition,Q101072,11959122n,definition,context,context,no
1084678,Electrochemical biosensors: recommended definitions and classification,Single use biosensor,,,,,,none,no
1084678,Electrochemical biosensors: recommended definitions and classification,Calibration characteristics,Calibration characteristics of a video dimension analyser (VDA) system,Q67557035,,Calibration characteristics of a video dimension analyser (VDA) system > scholarly article > scientific publication > publication,context,context,no
1084678,Electrochemical biosensors: recommended definitions and classification,Performance criteria,Performance Criteria,Q134702323,,Performance Criteria > literary work > written work > intellectual work,context,context,no
1084678,Electrochemical biosensors: recommended definitions and classification,Analytes,Analytes related to erythrocyte metabolism are reliable biomarkers for preanalytical error due to delayed plasma processing in metabolomics studies,Q50961171,,Analytes related to erythrocyte metabolism are reliable biomarkers for preanalytical error due to delayed plasma processing in metabolomics studies > scholarly article > scientific publication > publication,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cr,critic review,Q80698083,,critic review,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cu,Cuba,Q241,118684677,Cuba > island country > state > community,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Cd,CD2,Q61629680,,CD2 > metaclass > class > class,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Zn,Jinyea,Q50109116,,Jinyea > human > mammal > vertebrate,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Hg,A catalogue of Hgamma measures,Q68527697,,A catalogue of Hgamma measures > catalogue > list > group,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Pb,PBC CSKA Moscow,Q457376,,PBC CSKA Moscow > basketball club > sports club > sports organization,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Heavy metals,Heavy Metals,Q134653555,,Heavy Metals > organization > person or organization > being,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Budget,budget,Q41263,,budget > field of study > knowledge system > conceptual system,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Seine,Seine,Q1471,119582905,Seine > main stem > river > stream,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",River,River,Q1189823,,River > single > release group > group,context,context,no
1086746,"Critical budget of metal sources and pathways in the Seine River basin (1994–2003) for Cd, Cr, Cu, Hg, Ni, Pb and Zn",Ni,Ni,Q6854084,,Ni > family name > surname > anthroponym,context,context,no
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Anthropogenic impacts,"Anthropogenic impacts in North Poland over the last 1300 years--a record of Pb, Zn, Cu, Ni and S in an ombrotrophic peat bog.",Q37580405,,"Anthropogenic impacts in North Poland over the last 1300 years--a record of Pb, Zn, Cu, Ni and S in an ombrotrophic peat bog. > scholarly article > scientific publication > publication",context,context,no
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Sampling procedures,Sampling procedures and survey methodologies for the 1996 survey with comparisons to earlier national roadside surveys,Q77804929,,Sampling procedures and survey methodologies for the 1996 survey with comparisons to earlier national roadside surveys > scholarly article > scientific publication > publication,context,context,no
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Atmospheric fallout,Atmospheric fallout of (129)I in Japan before the Fukushima accident: regional and global contributions (1963-2005).,Q48212425,,Atmospheric fallout of (129)I in Japan before the Fukushima accident: regional and global contributions (1963-2005). > scholarly article > scientific publication > publication,context,context,no
1086752,Trace metal determination in total atmospheric deposition in rural and urban areas,Trace elements,Trace Elements,Q110629618,,Trace Elements > literary work > written work > intellectual work,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Vibronic states,Vibronic states in conical intersections: manifestations of centrifugal energy and non-adiabaticity in optical spectra of Jahn-Teller systems,Q128740166,,Vibronic states in conical intersections: manifestations of centrifugal energy and non-adiabaticity in optical spectra of Jahn-Teller systems > scholarly article > scientific publication > publication,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Spin–orbit coupling,Spin–orbit coupling in the L-gap surface states of Au(111): spin-resolved photoemission experiments and first-principles calculations,Q59308612,,Spin–orbit coupling in the L-gap surface states of Au(111): spin-resolved photoemission experiments and first-principles calculations > scholarly article > scientific publication > publication,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,MRCI+Q,MRCI+Q study on spectroscopic parameters and molecular constants of X~1Σ~+ and A~1Π electronic states of the SiSe molecule,Q66681019,,MRCI+Q study on spectroscopic parameters and molecular constants of X~1Σ~+ and A~1Π electronic states of the SiSe molecule > scholarly article > scientific publication > publication,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Stable dication,Stable dicationic dioxoliums and fate of their dioxolyl radicals,Q128209981,,Stable dicationic dioxoliums and fate of their dioxolyl radicals > scholarly article > scientific publication > publication,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,CaO,Cao,Q284964,,Cao > ancient Chinese state > historical country > former administrative territorial entity,context,context,no
1087358,Ab initio investigations on the CaO<sup>2+</sup> dication,Calcium monoxide,calcium oxide,Q185006,,calcium oxide > type of chemical entity > chemical entity > ordinary matter,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,SILANE-GRAFTED POLYPROPYLENE,,,,,,none,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,GAS BARRIER PROPERTIES,Gas barrier properties of poly(?-caprolactone)/clay nanocomposites: Influence of the morphology and polymer/clay interactions,Q60629295,,Gas barrier properties of poly(?-caprolactone)/clay nanocomposites: Influence of the morphology and polymer/clay interactions > scholarly article > scientific publication > publication,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,MECHANICAL-PROPERTIES,Mechanical Properties of Myocardium Following Cardiomyocyte Transplantation into Infarcted Hearts and Investigations of the Role of Troponin C Ca2+ Binding Kinetics in Skeletal Muscle Contraction,Q110718881,,Mechanical Properties of Myocardium Following Cardiomyocyte Transplantation into Infarcted Hearts and Investigations of the Role of Troponin C Ca2+ Binding Kinetics in Skeletal Muscle Contraction > written work > intellectual work > work,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CLAY NANOCOMPOSITES,,,,,,none,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CARBON NANOTUBES,Carbon nanotubes introduced into the abdominal cavity of mice show asbestos-like pathogenicity in a pilot study,Q29547366,,Carbon nanotubes introduced into the abdominal cavity of mice show asbestos-like pathogenicity in a pilot study > scholarly article > scientific publication > publication,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,POLYMER,polymer,Q81163,119328276,polymer > group or class of chemical substances > group or class of chemical entities > group or class of physical objects,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,COMPOSITES,Composites,Q96331417,,Composites > scientific journal > trade magazine > magazine,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,BLENDS,Blends of TiO2 nanoparticles and poly (N-isopropylacrylamide)-co-polystyrene nanofibers as a means to promote the biorecognition of an anticancer drug,Q57357525,,Blends of TiO2 nanoparticles and poly (N-isopropylacrylamide)-co-polystyrene nanofibers as a means to promote the biorecognition of an anticancer drug > scholarly article > scientific publication > publication,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,NANOPARTICLES,Nanoparticles,Q24851989,,Nanoparticles > scholarly chapter > chapter > part of a work,context,context,no
1088019,Nanocomposites of Silica Reinforced Polypropylene: Correlation Between Morphology and Properties,CRYSTALLIZATION,crystallization,Q284256,119788740,crystallization,context,context,no
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Cosmochemistry,cosmochemistry,Q911801,,cosmochemistry > branch of chemistry > branch of science > field of study,context,context,no
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Organic chemistry,organic chemistry,Q11351,11936102w,organic chemistry > branch of chemistry > branch of science > field of study,context,context,no
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Solar nebula,Solar Nebula,Q3400,,Solar Nebula > molecular cloud > interstellar cloud > astronomical object,context,context,no
1088866,Formation of analogs of cometary nitrogen-rich refractory organics from thermal degradation of tholin and hcn polymer,Comets,Comets,Q87282694,,Comets > radio series episode > episode > broadcasting program,context,context,no
